symbol,date,open,close,high,low,volume
TQQQ,11-01-2023,33.0,34.47,34.63,32.97,166317806
TQQQ,10-31-2023,32.32,32.78,32.885,31.5992,111461831
TQQQ,10-30-2023,31.95,32.31,32.69,31.575,132152801
TQQQ,10-27-2023,31.575,31.3,32.23,30.95,147351082
TQQQ,10-26-2023,32.38,30.86,32.6399,30.47,187023695
TQQQ,10-25-2023,34.63,32.77,34.68,32.58,164181614
TQQQ,10-24-2023,34.9,35.36,35.59,34.4,122537254
TQQQ,10-23-2023,33.675,34.39,35.41,33.06,131799503
TQQQ,10-20-2023,35.52,34.09,35.7,34.02,138861395
TQQQ,10-19-2023,37.15,35.7,37.51,35.4401,185025168
TQQQ,10-18-2023,37.47,36.68,38.1799,36.3308,131582598
TQQQ,10-17-2023,37.52,38.3,38.82,36.85,105193461
TQQQ,10-16-2023,37.82,38.67,39.0,37.77,86576077
TQQQ,10-13-2023,39.09,37.41,39.2795,36.9741,130093765
TQQQ,10-12-2023,39.47,38.88,40.05,38.12,118254613
TQQQ,10-11-2023,38.94,39.34,39.4119,38.4,95855425
TQQQ,10-10-2023,38.005,38.52,39.3699,37.85,108054751
TQQQ,10-09-2023,36.61,37.9,38.09,36.14,105483032
TQQQ,10-06-2023,34.65,37.35,37.69,34.41,147448715
TQQQ,10-05-2023,35.89,35.56,36.0,34.5,109003076
TQQQ,10-04-2023,34.78,35.94,36.19,34.64,126379628
TQQQ,10-03-2023,35.71,34.54,36.39,34.04,133269526
TQQQ,10-02-2023,35.67,36.47,36.9,35.48,118231617
TQQQ,09-29-2023,36.58,35.62,37.0,35.23,143429055
TQQQ,09-28-2023,34.39,35.54,36.1699,34.131,134072893
TQQQ,09-27-2023,34.809,34.7,35.2699,33.63,128435797
TQQQ,09-26-2023,35.31,34.49,35.48,34.17,105339743
TQQQ,09-25-2023,35.31,36.1,36.14,35.01,81269205
TQQQ,09-22-2023,36.13,35.625,36.78,35.5206,94090632
TQQQ,09-21-2023,36.55,35.6,36.78,35.57,108410565
TQQQ,09-20-2023,39.77,37.75,39.8999,37.7,98019232
TQQQ,09-19-2023,39.41,39.6,39.825,38.6,74370736
TQQQ,09-18-2023,39.43,39.84,40.22,39.33,62399102
TQQQ,09-15-2023,41.45,39.75,41.5878,39.43,89919829
TQQQ,09-14-2023,41.5,41.9,42.24,40.8,76189878
TQQQ,09-13-2023,40.58,40.94,41.4851,40.19,85424685
TQQQ,09-12-2023,41.34,40.54,41.8095,40.4,77762059
TQQQ,09-11-2023,41.49,41.88,42.09,40.8401,70856404
TQQQ,09-08-2023,40.31,40.5,41.24,40.17,74882748
TQQQ,09-07-2023,39.74,40.38,40.6,39.38,84311499
TQQQ,09-06-2023,42.14,41.28,42.24,40.58,74029096
TQQQ,09-05-2023,41.97,42.4,42.82,41.66,61889339
TQQQ,09-01-2023,43.21,42.29,43.36,41.75,82529193
TQQQ,08-31-2023,42.04,42.44,42.98,42.02,81121447
TQQQ,08-30-2023,41.43,42.06,42.28,41.08,92979132
TQQQ,08-29-2023,38.8,41.37,41.52,38.6908,93747831
TQQQ,08-28-2023,38.95,38.89,39.1699,38.0801,91320515
TQQQ,08-25-2023,37.43,38.04,38.56,36.35,139144691
TQQQ,08-24-2023,40.88,37.16,40.905,37.1,116198600
TQQQ,08-23-2023,38.35,39.78,40.12,38.28,87727009
TQQQ,08-22-2023,38.97,37.99,38.98,37.77,90393034
TQQQ,08-21-2023,36.87,38.16,38.38,36.71,95743562
TQQQ,08-18-2023,35.53,36.4,36.8094,35.37,123500980
TQQQ,08-17-2023,38.25,36.57,38.36,36.43,105116378
TQQQ,08-16-2023,38.92,37.85,39.4154,37.82,95110975
TQQQ,08-15-2023,40.07,39.15,40.339,38.88,81276764
TQQQ,08-14-2023,38.83,40.39,40.44,38.6,71276790
TQQQ,08-11-2023,39.03,39.09,39.675,38.6,100786881
TQQQ,08-10-2023,40.66,39.89,41.75,39.3728,130277051
TQQQ,08-09-2023,41.155,39.71,41.21,39.45,99715266
TQQQ,08-08-2023,41.29,41.08,41.29,40.0,94390003
TQQQ,08-07-2023,41.73,42.16,42.2,40.94,74896059
TQQQ,08-04-2023,42.39,41.14,43.17,40.97,123726423
TQQQ,08-03-2023,41.11,41.72,42.46,41.05,101348926
TQQQ,08-02-2023,43.69,42.02,43.695,41.53,129022026
TQQQ,08-01-2023,44.79,44.96,45.23,44.2107,77245627
TQQQ,07-31-2023,45.33,45.31,45.71,44.82,79504586
TQQQ,07-28-2023,44.3,45.22,45.59,44.13,102243838
TQQQ,07-27-2023,45.11,42.9,45.69,42.45,130551596
TQQQ,07-26-2023,43.32,43.27,43.85,42.44,102882257
TQQQ,07-25-2023,43.08,43.72,44.28,43.08,69099563
TQQQ,07-24-2023,42.98,42.86,43.31,42.2032,63214612
TQQQ,07-21-2023,43.88,42.69,44.18,42.51,102554325
TQQQ,07-20-2023,45.16,43.07,45.7,42.69,116931412
TQQQ,07-19-2023,46.73,46.32,47.14,45.82,100286930
TQQQ,07-18-2023,45.015,46.32,46.8409,44.31,98316830
TQQQ,07-17-2023,44.28,45.24,45.5655,44.11,72762633
TQQQ,07-14-2023,44.22,44.02,45.36,43.7201,93028164
TQQQ,07-13-2023,43.02,44.06,44.36,42.83,82386624
TQQQ,07-12-2023,41.83,41.97,42.44,41.1501,115167662
TQQQ,07-11-2023,40.02,40.47,40.615,39.3,81239342
TQQQ,07-10-2023,39.76,39.9,40.1099,38.93,86006812
TQQQ,07-07-2023,40.19,39.87,41.255,39.78,84312424
TQQQ,07-06-2023,39.97,40.28,40.42,39.29,85236667
TQQQ,07-05-2023,40.72,41.25,41.84,40.71,69503675
TQQQ,07-03-2023,41.2,41.28,41.49,40.84,39934028
TQQQ,06-30-2023,40.4,41.0,41.35,40.29,92154386
TQQQ,06-29-2023,39.36,39.23,39.56,38.67,99133226
TQQQ,06-28-2023,38.67,39.5,40.14,38.6325,108676267
TQQQ,06-27-2023,37.845,39.26,39.5,37.6,97677018
TQQQ,06-26-2023,39.1501,37.41,39.67,37.34,108450030
TQQQ,06-23-2023,38.83,38.95,39.71,38.38,112576217
TQQQ,06-22-2023,38.37,40.14,40.19,38.2392,105099633
TQQQ,06-21-2023,40.08,38.85,40.22,38.5,99633324
TQQQ,06-20-2023,40.29,40.6,41.08,39.6,84124889
TQQQ,06-16-2023,42.41,40.8,42.44,40.65,112405206
TQQQ,06-15-2023,39.74,41.6,42.09,39.51,127936997
TQQQ,06-14-2023,39.35,40.19,40.3,38.4205,152656482
TQQQ,06-13-2023,39.37,39.35,39.63,38.32,133267142
TQQQ,06-12-2023,37.15,38.49,38.51,36.8401,77977891
TQQQ,06-09-2023,36.68,36.62,37.615,36.195,103972012
TQQQ,06-08-2023,35.02,36.18,36.38,34.95,94076943
TQQQ,06-07-2023,36.94,34.98,37.56,34.77,114242720
TQQQ,06-06-2023,36.69,36.86,37.16,36.26,79754516
TQQQ,06-05-2023,36.76,36.9,37.7,36.56,103130933
TQQQ,06-02-2023,36.56,36.82,37.19,36.01,108252775
TQQQ,06-01-2023,34.74,36.01,36.43,34.41,108379598
TQQQ,05-31-2023,34.97,34.75,35.585,34.4,105144466
TQQQ,05-30-2023,36.31,35.47,36.67,35.04,135306375
TQQQ,05-26-2023,32.81,34.98,35.25,32.79,126392243
TQQQ,05-25-2023,32.36,32.52,32.87,31.68,130873504
TQQQ,05-24-2023,30.27,30.33,30.7,29.77,117972535
TQQQ,05-23-2023,31.56,30.83,31.895,30.73,106314966
TQQQ,05-22-2023,31.68,32.07,32.36,31.67,83312358
TQQQ,05-19-2023,32.03,31.74,32.24,31.45,99029203
TQQQ,05-18-2023,30.4,31.96,32.04,30.395,135933818
TQQQ,05-17-2023,29.55,30.33,30.48,29.23,101104633
TQQQ,05-16-2023,28.98,29.28,29.74,28.96,79663461
TQQQ,05-15-2023,28.85,29.17,29.25,28.43,86467631
TQQQ,05-12-2023,29.18,28.73,29.3,28.17,105381710
TQQQ,05-11-2023,28.905,29.03,29.1899,28.49,97341453
TQQQ,05-10-2023,28.52,28.79,29.02,27.87,151550962
TQQQ,05-09-2023,27.985,27.89,28.22,27.805,64840736
TQQQ,05-08-2023,28.1,28.44,28.54,27.82,75738467
TQQQ,05-05-2023,27.12,28.21,28.46,27.0337,97801633
TQQQ,05-04-2023,26.78,26.58,27.08,26.284,121310843
TQQQ,05-03-2023,27.5,26.88,28.2,26.83,170133774
TQQQ,05-02-2023,28.14,27.42,28.22,26.96,124656029
TQQQ,05-01-2023,28.14,28.17,28.53,27.87,89001262
TQQQ,04-28-2023,27.64,28.25,28.28,27.33,130536062
TQQQ,04-27-2023,26.56,27.69,27.83,26.39,127815635
TQQQ,04-26-2023,26.02,25.62,26.39,25.51,124862303
TQQQ,04-25-2023,26.28,25.2,26.45,25.17,138288044
TQQQ,04-24-2023,26.81,26.71,27.17,26.14,107645387
TQQQ,04-21-2023,26.7,26.87,27.09,26.25,114444046
TQQQ,04-20-2023,26.67,26.82,27.58,26.47,136847574
TQQQ,04-19-2023,26.87,27.46,27.74,26.84,95925348
TQQQ,04-18-2023,28.07,27.52,28.18,27.2,106414940
TQQQ,04-17-2023,27.35,27.5,27.6199,26.81,114308906
TQQQ,04-14-2023,27.205,27.47,27.93,26.695,142666088
TQQQ,04-13-2023,26.53,27.63,27.74,26.49,123761542
TQQQ,04-12-2023,27.34,26.13,27.49,26.0,174019319
TQQQ,04-11-2023,27.36,26.84,27.37,26.7,104260806
TQQQ,04-10-2023,26.64,27.37,27.38,26.17,118528799
TQQQ,04-06-2023,26.46,27.43,27.56,26.11,120960302
TQQQ,04-05-2023,27.47,26.89,27.52,26.41,129137040
TQQQ,04-04-2023,28.16,27.78,28.43,27.42,116090395
TQQQ,04-03-2023,27.68,28.06,28.12,27.33,125116328
TQQQ,03-31-2023,27.0,28.26,28.32,26.91,127022074
TQQQ,03-30-2023,26.82,26.94,27.09,26.49,130149966
TQQQ,03-29-2023,25.76,26.23,26.37,25.57,119365269
TQQQ,03-28-2023,25.135,24.87,25.14,24.29,118020736
TQQQ,03-27-2023,25.985,25.29,26.26,25.06,136795565
TQQQ,03-24-2023,25.44,25.82,25.84,24.84,169794700
TQQQ,03-23-2023,25.595,25.56,26.6099,24.88,196497151
TQQQ,03-22-2023,25.71,24.68,26.96,24.6499,237918087
TQQQ,03-21-2023,25.31,25.88,26.0,24.93,135145140
TQQQ,03-20-2023,24.43,24.83,24.9157,23.89,164177962
TQQQ,03-17-2023,24.93,24.57,25.51,24.1,201770283
TQQQ,03-16-2023,22.88,24.94,25.03,22.72,229016406
TQQQ,03-15-2023,22.17,23.11,23.22,21.83,274559449
TQQQ,03-14-2023,22.12,22.78,22.91,21.92,217162924
TQQQ,03-13-2023,20.47,21.33,22.15,20.13,329540746
TQQQ,03-10-2023,21.82,20.88,22.16,20.62,314857629
TQQQ,03-09-2023,23.11,21.78,23.71,21.59,196833664
TQQQ,03-08-2023,22.75,22.99,23.14,22.33,145492831
TQQQ,03-07-2023,23.555,22.68,23.78,22.5213,176331480
TQQQ,03-06-2023,23.76,23.56,24.48,23.5,151849878
TQQQ,03-03-2023,22.5,23.46,23.53,22.3847,151676603
TQQQ,03-02-2023,21.01,22.11,22.3,20.95,159491951
TQQQ,03-01-2023,22.06,21.59,22.21,21.37,154386882
TQQQ,02-28-2023,22.08,22.13,22.72,22.0,127315772
TQQQ,02-27-2023,22.48,22.24,22.8,22.1,138754366
TQQQ,02-24-2023,21.75,21.77,22.03,21.35,172781804
TQQQ,02-23-2023,23.185,22.93,23.23,21.95,179769958
TQQQ,02-22-2023,22.45,22.37,22.85,21.98,167338744
TQQQ,02-21-2023,23.1,22.35,23.45,22.29,150468750
TQQQ,02-17-2023,24.03,24.04,24.23,23.3,194902418
TQQQ,02-16-2023,24.83,24.57,25.87,24.53,194496490
TQQQ,02-15-2023,25.02,26.06,26.1,24.85,138652614
TQQQ,02-14-2023,24.535,25.49,25.74,24.05,255737195
TQQQ,02-13-2023,24.14,24.95,25.1,23.85,139869852
TQQQ,02-10-2023,23.76,23.82,24.26,23.22,183931672
TQQQ,02-09-2023,26.05,24.32,26.09,23.93,197598411
TQQQ,02-08-2023,26.05,24.99,26.3,24.81,181257193
TQQQ,02-07-2023,24.83,26.41,26.69,24.5412,259894644
TQQQ,02-06-2023,24.845,24.87,25.45,24.52,161816206
TQQQ,02-03-2023,25.21,25.52,27.14,25.11,267404217
TQQQ,02-02-2023,25.955,26.91,27.45,25.75,267885091
TQQQ,02-01-2023,22.86,24.39,24.95,22.36,271638824
TQQQ,01-31-2023,21.94,22.91,22.92,21.9,158256926
TQQQ,01-30-2023,22.55,21.93,22.9,21.85,173907982
TQQQ,01-27-2023,22.36,23.33,23.82,22.33,188411120
TQQQ,01-26-2023,22.22,22.68,22.7199,21.6,203418890
TQQQ,01-25-2023,20.56,21.44,21.59,19.98,218083551
TQQQ,01-24-2023,21.36,21.6,21.8671,21.24,145006451
TQQQ,01-23-2023,20.55,21.73,22.0,20.38,194042071
TQQQ,01-20-2023,19.175,20.39,20.45,18.9601,161325221
TQQQ,01-19-2023,19.07,18.85,19.31,18.58,166370730
TQQQ,01-18-2023,20.575,19.46,20.905,19.39,186650065
TQQQ,01-17-2023,20.06,20.21,20.51,19.81,139757931
TQQQ,01-13-2023,19.17,20.1,20.17,19.1,159783033
TQQQ,01-12-2023,19.515,19.71,19.92,18.59,280926257
TQQQ,01-11-2023,18.685,19.41,19.435,18.52,151274959
TQQQ,01-10-2023,17.815,18.49,18.49,17.7,164361460
TQQQ,01-09-2023,18.08,18.01,18.96,17.8901,186021439
TQQQ,01-06-2023,16.65,17.64,17.9,16.1,233447636
TQQQ,01-05-2023,16.81,16.36,16.85,16.28,181252011
TQQQ,01-04-2023,17.325,17.17,17.49,16.54,217636421
TQQQ,01-03-2023,17.74,16.91,18.0395,16.47,179925857
TQQQ,12-30-2022,16.76,17.3,17.3,16.5,150970563
TQQQ,12-29-2022,16.67,17.3,17.5,16.5301,153054865
TQQQ,12-28-2022,16.75,16.16,17.1955,16.1,182434593
TQQQ,12-27-2022,17.46,16.84,17.48,16.72,131600334
TQQQ,12-23-2022,17.21,17.59,17.72,16.83,165067336
TQQQ,12-22-2022,18.23,17.54,18.245,16.58,230450233
TQQQ,12-21-2022,18.41,18.98,19.25,18.2301,163187260
TQQQ,12-20-2022,18.0,18.19,18.56,17.67,172881234
TQQQ,12-19-2022,19.1,18.27,19.1299,17.98,155266496
TQQQ,12-16-2022,19.48,19.06,19.8091,18.71,175642070
TQQQ,12-15-2022,20.86,19.64,21.0298,19.35,214026566
TQQQ,12-14-2022,22.21,21.8,22.99,21.08,289455464
TQQQ,12-13-2022,24.175,22.33,24.23,21.72,347692783
TQQQ,12-12-2022,20.91,21.65,21.66,20.67,112827494
TQQQ,12-09-2022,21.05,20.89,21.69,20.77,177003936
TQQQ,12-08-2022,20.87,21.3,21.5,20.39,188920095
TQQQ,12-07-2022,20.56,20.57,21.03,20.18,173667895
TQQQ,12-06-2022,22.18,20.82,22.21,20.5,169900491
TQQQ,12-05-2022,22.88,22.23,23.2,21.86,150989965
TQQQ,12-02-2022,22.445,23.41,23.63,22.39,181655021
TQQQ,12-01-2022,23.7,23.69,24.17,23.01,205503622
TQQQ,11-30-2022,20.85,23.56,23.65,20.65,272734914
TQQQ,11-29-2022,21.32,20.77,21.42,20.47,137902727
TQQQ,11-28-2022,21.8,21.28,22.27,21.06,132142668
TQQQ,11-25-2022,22.34,22.26,22.5,22.15,67376495
TQQQ,11-23-2022,22.05,22.73,22.87,22.01,178783485
TQQQ,11-22-2022,21.33,22.07,22.1,20.83,146238628
TQQQ,11-21-2022,21.52,21.18,21.8,20.97,144111252
TQQQ,11-18-2022,22.56,21.84,22.58,21.28,194788520
TQQQ,11-17-2022,20.95,21.86,22.2097,20.91,213462157
TQQQ,11-16-2022,22.5,22.03,22.58,21.82,191679351
TQQQ,11-15-2022,23.645,22.96,23.95,22.18,318265675
TQQQ,11-14-2022,22.17,22.07,22.96,21.82,214225934
TQQQ,11-11-2022,21.43,22.67,22.83,21.12,307134205
TQQQ,11-10-2022,20.15,21.45,21.54,19.7,328442358
TQQQ,11-09-2022,18.53,17.6,18.7,17.53,215569120
TQQQ,11-08-2022,18.85,18.92,19.62,18.09,296056310
TQQQ,11-07-2022,18.16,18.52,18.64,17.71,200943411
TQQQ,11-04-2022,18.13,17.95,18.35,16.85,382370168
TQQQ,11-03-2022,17.645,17.15,17.95,17.04,212231762
TQQQ,11-02-2022,20.28,18.2,20.98,18.181,331476264
TQQQ,11-01-2022,21.74,20.3,21.8699,20.21,215232441
TQQQ,10-31-2022,21.175,20.95,21.365,20.49,209561132
TQQQ,10-28-2022,19.75,21.7,21.81,19.71,255388631
TQQQ,10-27-2022,20.79,19.9,21.12,19.77,256629412
TQQQ,10-26-2022,21.18,21.06,22.5,20.93,282519762
TQQQ,10-25-2022,21.475,22.55,22.64,21.47,238399802
TQQQ,10-24-2022,20.63,21.27,21.47,19.8,274621988
TQQQ,10-21-2022,18.98,20.57,20.69,18.725,313729020
TQQQ,10-20-2022,19.33,19.21,20.4667,18.96,264851479
TQQQ,10-19-2022,19.41,19.54,20.24,19.01,259851093
TQQQ,10-18-2022,20.865,19.78,21.0,19.17,346276949
TQQQ,10-17-2022,18.805,19.3,19.5,18.8,230025403
TQQQ,10-14-2022,19.85,17.57,19.98,17.46,335066306
TQQQ,10-13-2022,16.515,19.31,19.62,16.32,414753605
TQQQ,10-12-2022,18.23,18.1,18.64,17.93,200741873
TQQQ,10-11-2022,18.52,18.14,19.14,17.74,264873490
TQQQ,10-10-2022,19.515,18.89,19.61,18.3,206499801
TQQQ,10-07-2022,20.88,19.5,20.91,19.16,250972638
TQQQ,10-06-2022,22.3,22.01,23.06,21.92,237543591
TQQQ,10-05-2022,21.665,22.58,23.0,21.01,229199463
TQQQ,10-04-2022,21.895,22.58,22.765,21.89,231661842
TQQQ,10-03-2022,19.705,20.66,21.01,19.36,223611285
TQQQ,09-30-2022,20.155,19.32,21.09,19.28,256598806
TQQQ,09-29-2022,21.305,20.39,21.39,19.62,270097845
TQQQ,09-28-2022,21.03,22.27,22.59,20.68,256019454
TQQQ,09-27-2022,21.815,21.04,22.35,20.5,271960605
TQQQ,09-26-2022,21.16,21.02,22.21,20.83,245303889
TQQQ,09-23-2022,21.795,21.31,21.86,20.45,280651972
TQQQ,09-22-2022,22.85,22.38,23.11,22.07,215541977
TQQQ,09-21-2022,24.81,23.24,25.92,23.23,295557570
TQQQ,09-20-2022,24.53,24.59,25.19,23.98,161059331
TQQQ,09-19-2022,23.94,25.19,25.23,23.92,151346281
TQQQ,09-16-2022,24.21,24.6,24.73,23.67,196071751
TQQQ,09-15-2022,25.88,25.09,26.55,24.65,196865256
TQQQ,09-14-2022,26.125,26.42,26.67,25.64,154645915
TQQQ,09-13-2022,28.24,25.84,28.61,25.56,195648328
TQQQ,09-12-2022,30.3,30.93,31.03,30.19,136570562
TQQQ,09-09-2022,28.68,29.84,30.02,28.66,149367903
TQQQ,09-08-2022,27.03,28.06,28.415,26.64,205399911
TQQQ,09-07-2022,26.18,27.61,27.9,26.11,165784782
TQQQ,09-06-2022,26.76,26.07,27.0199,25.46,180541688
TQQQ,09-02-2022,28.64,26.68,29.04,26.17,227231457
TQQQ,09-01-2022,27.08,27.84,27.93,26.02,198660232
TQQQ,08-31-2022,29.155,27.81,29.4,27.7729,170515258
TQQQ,08-30-2022,29.79,28.33,29.95,27.56,163507394
TQQQ,08-29-2022,29.35,29.31,30.12,28.9588,124220507
TQQQ,08-26-2022,34.345,30.24,34.74,30.2,183138314
TQQQ,08-25-2022,33.28,34.43,34.44,32.94,111026258
TQQQ,08-24-2022,32.3,32.71,33.3,32.105,93502799
TQQQ,08-23-2022,32.431,32.46,33.35,32.2,109754897
TQQQ,08-22-2022,33.89,32.57,33.97,32.26,112487711
TQQQ,08-19-2022,36.48,35.35,36.7002,35.065,112128332
TQQQ,08-18-2022,37.26,37.55,37.96,36.69,96070427
TQQQ,08-17-2022,37.51,37.3,38.3278,36.55,131419172
TQQQ,08-16-2022,38.56,38.64,39.38,37.53,110377897
TQQQ,08-15-2022,37.65,38.89,39.08,37.64,98154215
TQQQ,08-12-2022,36.6,37.98,38.05,36.235,105593489
TQQQ,08-11-2022,37.33,35.95,38.02,35.67,136680513
TQQQ,08-10-2022,36.135,36.5,36.64,35.31,135777236
TQQQ,08-09-2022,34.28,33.73,34.37,33.19,109203007
TQQQ,08-08-2022,35.6,34.93,36.83,34.435,134380421
TQQQ,08-05-2022,34.43,35.29,35.98,34.15,141949314
TQQQ,08-04-2022,35.69,36.15,36.265,34.96,126783591
TQQQ,08-03-2022,33.55,35.64,35.95,33.31,147106852
TQQQ,08-02-2022,32.54,33.0,34.3499,32.21,162687534
TQQQ,08-01-2022,32.78,33.31,34.42,32.4399,142641474
TQQQ,07-29-2022,32.13,33.36,33.65,31.6702,146073158
TQQQ,07-28-2022,30.675,31.62,31.82,29.52,162035946
TQQQ,07-27-2022,28.6,30.74,31.25,28.43,170959452
TQQQ,07-26-2022,28.49,27.33,28.57,27.05,115877790
TQQQ,07-25-2022,29.53,29.09,29.67,28.41,110448775
TQQQ,07-22-2022,30.88,29.53,31.53,28.95,149400421
TQQQ,07-21-2022,30.01,31.16,31.175,29.22,159690872
TQQQ,07-20-2022,28.66,29.89,30.25,28.44,188563062
TQQQ,07-19-2022,27.15,28.46,28.62,26.6907,149321695
TQQQ,07-18-2022,27.61,26.17,28.0,25.82,159950223
TQQQ,07-15-2022,26.27,26.79,26.85,25.81,154380179
TQQQ,07-14-2022,24.465,25.45,25.68,23.62,175823501
TQQQ,07-13-2022,23.84,25.19,25.83,23.69,180575499
TQQQ,07-12-2022,26.44,25.35,26.98,24.9099,159616512
TQQQ,07-11-2022,27.2,26.11,27.27,25.86,129224146
TQQQ,07-08-2022,26.99,27.89,28.31,26.71,159729220
TQQQ,07-07-2022,26.38,27.76,28.0,26.37,137866328
TQQQ,07-06-2022,25.77,26.14,26.72,25.28,206122886
TQQQ,07-05-2022,23.41,25.65,25.68,23.0,220553991
TQQQ,07-01-2022,23.6,24.39,24.5,23.1,208600383
TQQQ,06-30-2022,24.06,24.0,24.89,22.75,256203940
TQQQ,06-29-2022,24.78,24.88,25.2899,24.1,190091082
TQQQ,06-28-2022,27.46,24.83,28.21,24.76,188120387
TQQQ,06-27-2022,28.35,27.32,28.5,27.0,169130990
TQQQ,06-24-2022,26.112,27.98,28.04,26.0501,151817461
TQQQ,06-23-2022,24.94,25.33,25.57,24.17,182686417
TQQQ,06-22-2022,23.71,24.29,25.45,23.55,194486849
TQQQ,06-21-2022,23.815,24.38,24.98,23.78,159204144
TQQQ,06-17-2022,22.07,22.67,23.28,21.65,220590548
TQQQ,06-16-2022,22.99,21.86,23.12,21.32,212142228
TQQQ,06-15-2022,24.06,24.9,25.92,23.34,274911522
TQQQ,06-14-2022,23.64,23.23,23.87,22.52,196600532
TQQQ,06-13-2022,24.27,23.08,24.98,22.82,213365717
TQQQ,06-10-2022,28.255,26.79,28.62,26.67,171676074
TQQQ,06-09-2022,32.07,29.99,33.06,29.932,137979721
TQQQ,06-08-2022,33.075,32.65,33.94,32.33,112852993
TQQQ,06-07-2022,31.42,33.33,33.595,31.05,137443295
TQQQ,06-06-2022,33.615,32.54,34.13,32.0,150479319
TQQQ,06-03-2022,33.14,32.14,33.63,31.76,162361909
TQQQ,06-02-2022,31.92,34.9,34.98,31.45,168430655
TQQQ,06-01-2022,33.71,32.28,34.43,31.55,199447091
TQQQ,05-31-2022,33.3,33.05,34.0,31.7312,184579342
TQQQ,05-27-2022,31.295,33.29,33.3392,31.27,157517929
TQQQ,05-26-2022,27.76,30.32,30.78,27.68,168565784
TQQQ,05-25-2022,26.44,27.98,28.6,26.385,180641917
TQQQ,05-24-2022,27.145,26.9,27.36,25.425,183244327
TQQQ,05-23-2022,27.65,28.69,28.83,26.96,170520313
TQQQ,05-20-2022,28.65,27.34,28.8399,24.93,229055601
TQQQ,05-19-2022,27.54,27.58,29.02,27.04,196007772
TQQQ,05-18-2022,31.46,28.15,31.69,27.69,164052564
TQQQ,05-17-2022,32.43,32.96,33.08,31.2395,153990710
TQQQ,05-16-2022,31.13,30.65,31.78,30.18,159194041
TQQQ,05-13-2022,29.85,31.63,32.0,29.38,197974041
TQQQ,05-12-2022,27.43,28.53,29.89,26.69,295496474
TQQQ,05-11-2022,30.85,28.76,32.6,28.47,264765947
TQQQ,05-10-2022,32.715,31.57,33.08,30.28,231789787
TQQQ,05-09-2022,32.56,30.52,33.42,30.01,210209853
TQQQ,05-06-2022,35.09,34.61,36.53,33.1,233397170
TQQQ,05-05-2022,40.5,35.86,40.51,34.52,227776340
TQQQ,05-04-2022,38.49,42.14,42.45,36.53,219403415
TQQQ,05-03-2022,38.19,38.34,39.1694,37.3,142782819
TQQQ,05-02-2022,36.25,38.25,38.28,35.13,155952794
TQQQ,04-29-2022,40.39,36.53,41.769,36.2,160058373
