symbol,date,open,close,high,low,volume
QQQ,10-30-2023,344.571,345.929,347.257,343.204,55821333
QQQ,10-27-2023,343.184,342.076,345.573,340.858,64076821
QQQ,10-26-2023,345.851,340.442,346.791,339.143,79364718
QQQ,10-25-2023,353.36,347.059,353.537,346.476,71863577
QQQ,10-24-2023,354.161,355.767,356.539,352.459,47527196
QQQ,10-23-2023,349.952,352.339,355.894,347.832,61238718
QQQ,10-20-2023,356.093,351.279,356.667,351.051,73245708
QQQ,10-19-2023,361.394,356.597,362.591,355.797,72957524
QQQ,10-18-2023,362.245,359.967,364.464,358.63,54793662
QQQ,10-17-2023,362.385,364.751,366.455,360.253,51481251
QQQ,10-16-2023,363.187,365.949,367.01,363.038,44618939
QQQ,10-13-2023,367.099,361.86,367.683,360.452,53016403
QQQ,10-12-2023,368.249,366.465,370.239,364.057,50056750
QQQ,10-11-2023,366.475,367.743,367.933,364.741,38576376
QQQ,10-10-2023,363.463,365.138,367.803,362.958,47412853
QQQ,10-09-2023,358.907,363.128,363.672,357.401,45733081
QQQ,10-06-2023,352.319,361.285,362.483,351.527,75758639
QQQ,10-05-2023,356.372,355.33,356.777,351.815,46331307
QQQ,10-04-2023,352.439,356.382,357.232,351.972,55304644
QQQ,10-03-2023,355.42,351.595,357.629,349.967,61050257
QQQ,10-02-2023,355.182,357.878,359.284,354.567,52113121
QQQ,09-29-2023,358.154,354.915,359.55,353.677,65442520
QQQ,09-28-2023,350.794,354.656,356.797,349.932,56987026
QQQ,09-27-2023,352.051,351.715,353.637,348.069,56596024
QQQ,09-26-2023,353.647,350.893,354.191,349.902,54165033
QQQ,09-25-2023,353.587,356.243,356.332,352.596,39538282
QQQ,09-22-2023,356.263,354.557,358.412,354.241,52077422
QQQ,09-21-2023,357.421,354.508,358.213,354.341,70394124
QQQ,09-20-2023,367.476,361.126,367.833,361.046,45944484
QQQ,09-19-2023,365.861,366.406,367.21,363.364,37977413
QQQ,09-18-2023,365.861,367.189,368.308,365.574,37252434
QQQ,09-15-2023,371.853,366.807,372.256,365.867,70573133
QQQ,09-14-2023,371.932,373.198,374.187,369.855,48563695
QQQ,09-13-2023,369.002,370.169,371.783,367.866,46806008
QQQ,09-12-2023,371.22,368.766,372.881,368.478,41842770
QQQ,09-11-2023,371.603,372.9,373.414,369.625,40372507
QQQ,09-08-2023,367.993,368.558,370.802,367.588,36238601
QQQ,09-07-2023,366.213,368.043,368.826,365.165,52628912
QQQ,09-06-2023,373.208,370.695,373.554,368.676,43468028
QQQ,09-05-2023,372.702,373.988,375.213,371.773,32697230
QQQ,09-01-2023,376.295,373.514,376.718,372.019,40235571
QQQ,08-31-2023,372.871,373.908,375.621,372.802,36120670
QQQ,08-30-2023,370.832,372.792,373.371,369.825,42186973
QQQ,08-29-2023,362.602,370.724,371.08,362.277,59130763
QQQ,08-28-2023,363.028,362.8,363.741,360.317,41356515
QQQ,08-25-2023,358.161,360.09,361.792,354.708,70724021
QQQ,08-24-2023,368.617,357.319,368.716,357.114,67572018
QQQ,08-23-2023,360.644,365.125,366.223,360.427,52335633
QQQ,08-22-2023,362.592,359.455,362.602,358.764,45100426
QQQ,08-21-2023,355.738,359.971,360.654,355.271,51249825
QQQ,08-18-2023,351.425,354.264,355.53,350.881,61859239
QQQ,08-17-2023,360.031,354.708,360.377,354.294,63287609
QQQ,08-16-2023,361.92,358.626,363.462,358.528,53771052
QQQ,08-15-2023,365.373,362.464,366.172,361.792,46036918
QQQ,08-14-2023,361.484,366.352,366.47,360.763,42590622
QQQ,08-11-2023,362.038,362.286,364.026,360.753,49238783
QQQ,08-10-2023,366.964,364.61,370.318,363.073,72821466
QQQ,08-09-2023,368.271,363.937,368.428,363.177,51709167
QQQ,08-08-2023,368.617,367.983,368.636,364.838,45214602
QQQ,08-07-2023,369.845,371.14,371.24,367.499,37636781
QQQ,08-04-2023,371.693,368.023,374.017,367.519,62376190
QQQ,08-03-2023,367.924,369.755,371.892,367.756,48377680
QQQ,08-02-2023,375.165,370.348,375.165,369.102,73480422
QQQ,08-01-2023,378.183,378.658,379.419,376.58,41759302
QQQ,07-31-2023,379.647,379.537,380.724,378.212,44500343
QQQ,07-28-2023,376.63,379.34,380.369,376.115,57523971
QQQ,07-27-2023,378.933,372.555,380.557,371.26,64638076
QQQ,07-26-2023,373.642,373.444,375.145,371.13,47589499
QQQ,07-25-2023,372.88,374.69,376.361,372.861,39318882
QQQ,07-24-2023,372.555,372.167,373.504,370.298,40820768
QQQ,07-21-2023,375.087,371.573,375.818,371.141,61159943
QQQ,07-20-2023,378.479,372.692,379.949,371.663,72726854
QQQ,07-19-2023,382.644,381.485,383.791,380.15,54683335
QQQ,07-18-2023,377.836,381.575,382.95,375.897,55947462
QQQ,07-17-2023,375.701,378.479,379.359,375.214,41314963
QQQ,07-14-2023,375.487,374.979,378.727,374.097,55750397
QQQ,07-13-2023,371.99,375.057,375.887,371.406,47472539
QQQ,07-12-2023,368.32,368.796,370.149,366.303,62377137
QQQ,07-11-2023,362.83,364.195,364.652,360.684,38631219
QQQ,07-10-2023,362.008,362.405,363.088,359.485,49028121
QQQ,07-07-2023,363.265,362.286,366.48,362.058,47648172
QQQ,07-06-2023,362.554,363.492,363.937,360.585,49913609
QQQ,07-05-2023,364.714,366.283,367.993,364.679,34836993
QQQ,07-03-2023,366.075,366.293,366.925,364.987,19644954
QQQ,06-30-2023,363.582,365.43,366.489,363.265,59353296
QQQ,06-29-2023,360.307,359.884,360.949,358.23,46654664
QQQ,06-28-2023,358.071,360.605,362.564,357.995,47005516
QQQ,06-27-2023,355.371,359.904,360.634,354.639,49967555
QQQ,06-26-2023,359.339,353.818,360.9,353.73,53260493
QQQ,06-23-2023,358.3,358.626,360.939,356.929,49456861
QQQ,06-22-2023,356.736,362.217,362.376,356.332,48122588
QQQ,06-21-2023,361.792,357.991,362.227,357.064,53960832
QQQ,06-20-2023,361.998,362.939,364.345,359.961,49741748
QQQ,06-16-2023,368.191,363.458,368.319,363.015,81927487
QQQ,06-15-2023,360.179,365.762,367.253,359.556,72013877
QQQ,06-14-2023,358.855,361.454,361.74,356.039,70380853
QQQ,06-13-2023,358.875,358.845,359.685,355.656,57800144
QQQ,06-12-2023,351.862,356.109,356.209,350.884,45368932
QQQ,06-09-2023,350.321,350.192,353.314,348.741,53851284
QQQ,06-08-2023,344.878,348.859,349.324,344.65,47733946
QQQ,06-07-2023,350.816,344.58,352.781,343.949,70077460
QQQ,06-06-2023,349.976,350.527,351.497,348.642,41899529
QQQ,06-05-2023,350.124,350.587,353.151,349.55,47847633
QQQ,06-02-2023,349.5,350.34,351.507,347.733,54028625
QQQ,06-01-2023,343.505,347.733,349.066,342.448,51109644
QQQ,05-31-2023,344.137,343.762,346.34,342.299,65906217
QQQ,05-30-2023,348.425,345.728,349.63,344.296,73545825
QQQ,05-26-2023,336.62,344.167,345.003,336.521,63781979
QQQ,05-25-2023,335.019,335.592,336.866,332.573,67685229
QQQ,05-24-2023,327.344,327.621,328.86,325.557,63664771
QQQ,05-23-2023,331.808,329.309,332.966,328.954,48809759
QQQ,05-22-2023,332.164,333.539,334.556,332.154,43545072
QQQ,05-19-2023,333.389,332.421,334.096,331.354,62312092
QQQ,05-18-2023,327.491,333.17,333.389,327.472,65003333
QQQ,05-17-2023,324.252,327.096,327.68,323.066,48070234
QQQ,05-16-2023,322.098,323.184,324.907,322.058,40511412
QQQ,05-15-2023,321.556,322.819,323.057,320.023,33786100
QQQ,05-12-2023,322.769,321.081,323.194,319.015,49028591
QQQ,05-11-2023,321.743,322.237,322.779,320.183,44823203
QQQ,05-10-2023,320.183,321.189,322.048,317.692,61190156
QQQ,05-09-2023,318.089,317.73,318.956,317.417,32159577
QQQ,05-08-2023,318.502,319.756,320.103,317.412,36914349
QQQ,05-05-2023,314.601,318.966,319.826,312.369,52443347
QQQ,05-04-2023,313.208,312.328,314.362,311.286,50842314
QQQ,05-03-2023,315.864,313.434,318.552,313.326,60618658
QQQ,05-02-2023,318.205,315.5,318.532,313.75,57214632
QQQ,05-01-2023,318.176,318.274,319.696,317.189,41517877
QQQ,04-28-2023,316.22,318.642,318.729,315.083,60447139
QQQ,04-27-2023,311.864,316.457,316.961,311.222,66235228
QQQ,04-26-2023,309.632,308.081,311.11,307.559,56081958
QQQ,04-25-2023,310.472,306.223,311.144,306.126,57824277
QQQ,04-24-2023,312.536,312.11,313.878,309.926,44584821
QQQ,04-21-2023,312.071,312.762,313.544,310.283,59728051
QQQ,04-20-2023,311.854,312.437,315.392,311.144,63230467
QQQ,04-19-2023,312.565,314.837,315.904,312.437,39439362
QQQ,04-18-2023,317.089,314.985,317.514,313.779,47321958
QQQ,04-17-2023,314.285,314.965,315.322,312.2,43536037
QQQ,04-14-2023,313.73,314.7,316.467,311.776,56970543
QQQ,04-13-2023,311.005,315.292,315.765,309.819,55285577
QQQ,04-12-2023,313.959,309.237,314.551,308.767,63585950
QQQ,04-11-2023,313.969,311.991,314.028,311.478,40607017
QQQ,04-10-2023,311.242,314.008,314.057,309.443,45689922
QQQ,04-06-2023,310.423,314.186,314.681,309.019,47493599
QQQ,04-05-2023,314.235,312.08,315.183,310.254,63568134
QQQ,04-04-2023,316.706,315.193,317.72,313.964,46439681
QQQ,04-03-2023,314.897,316.258,316.527,313.564,47706530
QQQ,03-31-2023,312.071,317.029,317.268,311.766,62902436
QQQ,03-30-2023,311.408,311.845,312.477,309.008,59072610
QQQ,03-29-2023,307.102,308.92,309.543,306.281,53929574
QQQ,03-28-2023,304.426,303.387,304.455,301.071,49183555
QQQ,03-27-2023,307.813,305.008,308.901,304.149,50905975
QQQ,03-24-2023,305.561,307.112,307.211,303.221,57949964
QQQ,03-23-2023,306.156,305.987,310.333,303.279,75493314
QQQ,03-22-2023,306.499,302.4,311.418,302.233,76724204
QQQ,03-21-2023,304.199,306.569,307.022,302.671,50369092
QQQ,03-20-2023,300.562,302.253,302.578,298.339,57052749
QQQ,03-17-2023,302.525,301.183,304.92,299.221,91170846
QQQ,03-16-2023,293.924,302.614,302.979,293.125,99923666
QQQ,03-15-2023,290.679,294.841,295.177,289.23,84791385
QQQ,03-14-2023,290.285,293.303,293.856,289.436,74623307
QQQ,03-13-2023,282.807,286.713,290.442,281.289,98470569
QQQ,03-10-2023,288.824,284.603,290.323,283.449,99960913
QQQ,03-09-2023,294.249,288.657,296.863,287.839,72447693
QQQ,03-08-2023,292.71,293.746,294.347,290.846,51581846
QQQ,03-07-2023,295.966,292.287,296.892,291.676,66870468
QQQ,03-06-2023,296.825,295.916,299.841,295.718,57523145
QQQ,03-03-2023,291.35,295.579,295.817,290.837,61350748
QQQ,03-02-2023,284.712,289.593,290.402,284.425,54483834
QQQ,03-01-2023,289.248,287.218,289.908,286.23,59095329
QQQ,02-28-2023,289.288,289.545,292.074,288.952,48912204
QQQ,02-27-2023,291.034,289.918,292.434,289.328,49674500
QQQ,02-24-2023,287.769,287.859,288.962,286.082,75362836
QQQ,02-23-2023,293.895,292.76,294.053,288.549,70255458
QQQ,02-22-2023,290.589,290.226,292.307,288.559,52101932
QQQ,02-21-2023,293.194,290.008,294.644,289.87,47171967
QQQ,02-17-2023,296.95,297.04,297.8,294.023,59038306
QQQ,02-16-2023,300.216,299.151,304.212,299.002,60323791
QQQ,02-15-2023,300.73,304.872,305.04,300.04,44029572
QQQ,02-14-2023,298.748,302.554,303.511,296.795,64967742
QQQ,02-13-2023,297.01,300.335,300.926,295.827,40186424
QQQ,02-10-2023,295.384,295.599,297.446,293.184,50744227
QQQ,02-09-2023,304.615,297.553,304.763,296.095,49819289
QQQ,02-08-2023,304.319,300.206,305.267,299.517,57507497
QQQ,02-07-2023,299.31,305.641,306.777,298.186,68521274
QQQ,02-06-2023,299.358,299.438,301.726,298.087,41368218
QQQ,02-03-2023,300.769,301.992,308.118,300.374,77227184
QQQ,02-02-2023,303.361,307.457,309.389,302.535,84222699
QQQ,02-01-2023,290.382,296.805,299.28,288.302,68499164
QQQ,01-31-2023,286.339,290.589,290.689,286.23,47352839
QQQ,01-30-2023,288.922,286.3,290.353,285.925,50091021
QQQ,01-27-2023,288.006,292.207,294.179,287.889,57224708
QQQ,01-26-2023,287.238,289.328,289.505,284.573,52311902
QQQ,01-25-2023,279.888,283.795,284.416,277.333,51577544
QQQ,01-24-2023,283.382,284.425,285.589,282.857,45497500
QQQ,01-23-2023,279.663,285.007,286.24,278.863,53532164
QQQ,01-20-2023,273.002,278.813,279.148,271.94,61454230
QQQ,01-19-2023,272.441,271.387,273.58,270.142,44762739
QQQ,01-18-2023,279.236,274.079,280.796,273.872,48416836
QQQ,01-17-2023,276.93,277.69,278.982,275.757,36772747
QQQ,01-13-2023,272.718,277.126,277.372,272.381,45424288
QQQ,01-12-2023,274.315,275.233,276.269,269.997,61440388
QQQ,01-11-2023,270.172,273.753,273.862,269.383,44688321
QQQ,01-10-2023,265.803,269.099,269.207,265.292,35736599
QQQ,01-09-2023,267.126,266.839,271.524,266.228,46200648
QQQ,01-06-2023,259.749,265.122,266.248,256.777,55417791
QQQ,01-05-2023,260.429,258.0,260.596,257.687,46026332
QQQ,01-04-2023,262.992,262.105,263.791,258.939,48417152
QQQ,01-03-2023,264.976,260.862,266.46,258.547,42922455
QQQ,12-30-2022,260.013,262.637,262.766,258.7,38383317
QQQ,12-29-2022,259.361,262.796,263.746,258.66,46530045
QQQ,12-28-2022,259.57,256.542,261.838,256.176,47792794
QQQ,12-27-2022,263.09,259.974,263.2,259.431,38536135
QQQ,12-23-2022,261.838,263.702,264.372,259.926,39919639
QQQ,12-22-2022,266.681,263.11,266.814,258.864,61114352
QQQ,12-21-2022,266.899,269.71,271.021,266.051,47038122
QQQ,12-20-2022,264.886,265.853,267.608,263.299,51772386
QQQ,12-19-2022,270.122,266.06,270.211,264.817,44780466
QQQ,12-16-2022,271.77,269.853,273.316,268.238,69413465
QQQ,12-15-2022,277.802,272.449,278.471,271.25,61540990
QQQ,12-14-2022,283.431,281.916,286.736,278.648,66043506
QQQ,12-13-2022,291.892,284.022,292.115,281.326,81982344
QQQ,12-12-2022,277.696,281.0,281.059,276.651,36314863
QQQ,12-09-2022,278.276,277.517,281.059,277.075,48640486
QQQ,12-08-2022,277.389,279.298,280.273,275.303,43289097
QQQ,12-07-2022,275.974,276.031,278.038,274.309,46357645
QQQ,12-06-2022,282.869,277.163,283.007,275.761,54816645
QQQ,12-05-2022,285.724,283.027,287.003,281.561,42158169
QQQ,12-02-2022,283.913,287.86,288.745,283.736,54456435
QQQ,12-01-2022,288.98,289.009,291.008,286.215,52387416
QQQ,11-30-2022,276.338,288.656,288.765,275.479,75935794
QQQ,11-29-2022,278.404,276.069,278.806,274.694,36199371
QQQ,11-28-2022,280.331,278.176,282.358,277.242,39510637
QQQ,11-25-2022,282.585,282.319,283.294,281.828,15751386
QQQ,11-23-2022,281.385,284.188,284.818,281.207,47146000
QQQ,11-22-2022,278.107,281.365,281.522,275.964,42555870
QQQ,11-21-2022,278.856,277.369,280.016,276.533,40736782
QQQ,11-18-2022,283.274,280.253,283.374,277.793,54461983
QQQ,11-17-2022,276.376,280.243,281.727,276.218,56365960
QQQ,11-16-2022,282.782,280.864,284.842,280.036,49656089
QQQ,11-15-2022,287.523,284.75,288.558,281.385,75191137
QQQ,11-14-2022,281.277,280.864,284.578,279.878,55977706
QQQ,11-11-2022,278.029,283.344,284.012,276.681,68053050
QQQ,11-10-2022,271.582,278.216,278.51,269.459,100874314
QQQ,11-09-2022,263.467,259.099,264.253,258.81,65919209
QQQ,11-08-2022,264.824,265.218,268.477,261.262,64244002
QQQ,11-07-2022,261.488,263.3,263.84,259.342,48105243
QQQ,11-04-2022,261.272,260.436,262.335,254.926,79589510
QQQ,11-03-2022,258.79,256.313,260.258,255.928,71180351
QQQ,11-02-2022,270.671,261.42,273.748,261.35,81103721
QQQ,11-01-2022,276.981,270.699,277.546,270.334,46643878
QQQ,10-31-2022,274.447,273.494,275.274,271.563,48520019
QQQ,10-28-2022,267.865,276.71,277.181,267.698,63672362
QQQ,10-27-2022,272.35,268.497,273.816,267.972,58701641
QQQ,10-26-2022,273.995,273.475,279.426,272.981,64939618
QQQ,10-25-2022,274.93,279.654,280.036,273.445,59976273
QQQ,10-24-2022,271.27,273.986,274.92,267.608,65006005
QQQ,10-21-2022,263.682,271.004,271.542,262.545,79167220
QQQ,10-20-2022,265.258,264.795,270.433,263.622,61593205
QQQ,10-19-2022,265.601,266.152,269.291,263.77,53981045
QQQ,10-18-2022,272.096,267.127,272.766,264.43,70918240
QQQ,10-17-2022,262.56,265.03,265.907,262.463,65628877
QQQ,10-14-2022,266.851,256.559,267.451,255.968,78503179
QQQ,10-13-2022,251.068,264.51,265.837,250.182,114733942
QQQ,10-12-2022,259.178,258.45,261.105,257.751,51404501
QQQ,10-11-2022,260.456,258.539,263.338,256.843,67606649
QQQ,10-10-2022,264.982,262.138,265.376,259.411,61377235
QQQ,10-07-2022,270.611,264.785,270.738,263.447,72517566
QQQ,10-06-2022,276.456,275.274,279.624,274.95,54361146
QQQ,10-05-2022,273.817,277.458,279.258,271.004,56675161
QQQ,10-04-2022,274.516,277.606,278.315,274.516,67783914
QQQ,10-03-2022,264.756,269.145,270.747,263.241,62265946
QQQ,09-30-2022,266.683,262.973,270.776,262.818,79761432
QQQ,09-29-2022,271.437,267.51,271.82,264.53,82539561
QQQ,09-28-2022,270.058,275.451,276.739,268.568,80950258
QQQ,09-27-2022,273.356,270.078,275.716,267.748,70917346
QQQ,09-26-2022,270.621,269.972,275.007,269.174,72336685
QQQ,09-23-2022,273.098,271.091,273.395,267.658,76034478
QQQ,09-22-2022,277.477,275.579,278.491,274.344,63779847
QQQ,09-21-2022,284.945,279.014,289.238,278.876,84282517
QQQ,09-20-2022,283.865,284.1,286.403,281.788,52106700
QQQ,09-19-2022,281.512,286.383,286.541,281.452,53471297
QQQ,09-16-2022,282.598,284.169,284.562,280.534,81369127
QQQ,09-15-2022,288.833,285.918,291.251,284.305,66483109
QQQ,09-14-2022,289.614,290.76,291.644,287.843,55902514
QQQ,09-13-2022,296.425,288.47,297.624,287.572,81004415
QQQ,09-12-2022,303.009,305.208,305.541,302.692,46737881
QQQ,09-09-2022,297.44,301.622,302.123,295.171,57142610
QQQ,09-08-2022,291.564,295.17,296.494,290.19,56658599
QQQ,09-07-2022,288.314,293.647,294.649,288.047,50153336
QQQ,09-06-2022,290.396,287.833,291.319,285.691,58038795
QQQ,09-02-2022,296.956,289.913,298.34,288.294,65839070
QQQ,09-01-2022,291.437,294.07,294.442,287.734,59041957
QQQ,08-31-2022,298.578,293.942,299.482,293.834,50951201
QQQ,08-30-2022,300.651,295.659,301.269,293.127,52112334
QQQ,08-29-2022,299.197,298.989,301.751,297.88,49197793
QQQ,08-26-2022,314.578,301.966,315.785,301.878,70299385
QQQ,08-25-2022,311.19,314.872,314.892,310.136,38788871
QQQ,08-24-2022,308.027,309.402,311.228,307.418,38746928
QQQ,08-23-2022,308.527,308.507,311.354,307.751,40213047
QQQ,08-22-2022,312.83,308.763,313.065,307.947,52025172
QQQ,08-19-2022,320.363,317.112,321.022,316.344,52709028
QQQ,08-18-2022,322.592,323.417,324.607,320.973,42697377
QQQ,08-17-2022,323.21,322.641,325.531,320.549,48709401
QQQ,08-16-2022,326.145,326.362,328.467,323.299,41933468
QQQ,08-15-2022,323.556,327.128,327.627,323.536,38960282
QQQ,08-12-2022,320.367,324.507,324.699,319.312,41670297
QQQ,08-11-2022,322.459,318.31,324.477,317.603,46729648
QQQ,08-10-2022,318.812,320.127,320.422,316.324,52392384
QQQ,08-09-2022,313.095,311.434,313.35,309.804,40485035
QQQ,08-08-2022,316.944,315.0,320.656,313.527,44865097
QQQ,08-05-2022,313.507,316.023,318.066,312.721,54870921
QQQ,08-04-2022,317.221,318.625,318.938,315.058,39680144
QQQ,08-03-2022,310.424,317.142,317.966,310.364,54709809
QQQ,08-02-2022,307.35,308.734,312.872,306.287,49558872
QQQ,08-01-2022,308.066,309.657,313.134,306.963,47199191
QQQ,07-29-2022,305.839,309.842,310.755,304.414,58543378
QQQ,07-28-2022,301.132,304.293,304.871,297.356,56139476
QQQ,07-27-2022,293.716,301.348,303.047,293.147,70560661
QQQ,07-26-2022,293.215,289.13,293.47,288.314,50981828
QQQ,07-25-2022,296.644,294.922,297.112,292.91,41318027
QQQ,07-22-2022,300.974,296.614,303.057,294.774,58163283
QQQ,07-21-2022,298.098,301.908,301.961,295.425,56047256
QQQ,07-20-2022,293.41,297.634,298.824,292.628,68997903
QQQ,07-19-2022,287.893,292.989,293.285,286.281,56172768
QQQ,07-18-2022,289.472,284.247,290.887,283.068,60598507
QQQ,07-15-2022,284.572,286.674,286.78,282.95,64974996
QQQ,07-14-2022,277.952,281.566,282.439,274.819,64897301
QQQ,07-13-2022,275.605,280.564,282.921,275.034,75279736
QQQ,07-12-2022,285.151,281.144,287.077,279.542,56808535
QQQ,07-11-2022,287.666,283.895,287.893,283.009,56275884
QQQ,07-08-2022,286.879,290.091,291.466,285.938,60981218
QQQ,07-07-2022,284.473,289.728,290.436,284.473,57646480
QQQ,07-06-2022,282.234,283.657,285.771,280.505,64340261
QQQ,07-05-2022,273.356,281.85,281.969,271.823,62950066
QQQ,07-01-2022,273.985,277.107,277.499,272.098,57702470
QQQ,06-30-2022,275.751,275.289,278.89,270.869,80751317
QQQ,06-29-2022,278.356,278.747,280.26,275.841,58341466
QQQ,06-28-2022,287.783,278.491,290.386,278.306,62988539
QQQ,06-27-2022,290.731,287.244,291.299,286.103,55133068
QQQ,06-24-2022,282.618,289.365,289.788,282.38,59481296
QQQ,06-23-2022,278.167,279.779,280.631,275.319,58499347
QQQ,06-22-2022,273.561,275.673,280.102,272.962,68696022
QQQ,06-21-2022,273.786,276.074,278.405,273.678,52569718
QQQ,06-17-2022,266.821,269.281,271.731,265.186,84364442
QQQ,06-16-2022,270.163,266.047,270.626,263.979,83555408
QQQ,06-15-2022,273.915,277.232,281.182,271.163,87779711
QQQ,06-14-2022,272.194,270.478,273.173,267.955,65996925
QQQ,06-13-2022,274.242,269.989,276.78,269.126,96338811
QQQ,06-10-2022,287.87,283.153,289.064,282.708,87689972
QQQ,06-09-2022,299.887,293.504,302.966,293.339,57023197
QQQ,06-08-2022,302.966,301.583,305.582,300.731,39112135
QQQ,06-07-2022,297.828,303.77,304.553,296.731,45802083
QQQ,06-06-2022,304.632,301.172,306.2,299.603,52825079
QQQ,06-03-2022,302.946,300.172,304.357,298.916,62138113
QQQ,06-02-2022,298.848,308.191,308.366,297.428,60482158
QQQ,06-01-2022,304.357,299.975,306.494,297.749,66653994
QQQ,05-31-2022,302.986,302.212,305.201,298.336,62192836
QQQ,05-27-2022,296.584,303.016,303.162,296.464,68330955
QQQ,05-26-2022,284.722,293.436,294.994,284.437,60656488
QQQ,05-25-2022,280.084,285.525,287.613,279.878,68493099
QQQ,05-24-2022,282.451,281.584,283.173,276.693,74967142
QQQ,05-23-2022,284.045,287.703,288.083,281.634,64926734
QQQ,05-20-2022,287.359,282.995,288.014,274.693,93607193
QQQ,05-19-2022,283.593,283.88,288.595,281.918,81525861
QQQ,05-18-2022,295.601,285.409,296.298,284.143,81073351
QQQ,05-17-2022,298.455,300.142,300.523,294.632,63974886
QQQ,05-16-2022,294.24,292.563,296.307,291.28,60379230
QQQ,05-13-2022,289.897,295.996,297.033,288.292,85365684
QQQ,05-12-2022,281.791,285.417,289.926,279.33,123339260
QQQ,05-11-2022,292.563,286.093,298.105,285.223,143144501
QQQ,05-10-2022,298.515,294.838,299.74,290.732,126617505
QQQ,05-09-2022,297.506,291.299,303.258,289.897,115664648
QQQ,05-06-2022,304.827,303.162,308.887,299.098,142376028
QQQ,05-05-2022,318.768,306.839,318.846,303.525,157712630
QQQ,05-04-2022,313.023,323.11,323.786,307.711,118414849
QQQ,05-03-2022,312.23,312.543,314.846,309.759,79755829
QQQ,05-02-2022,306.672,312.21,312.445,303.55,117831743
QQQ,04-29-2022,317.327,307.082,320.782,306.445,93825170
QQQ,04-28-2022,315.515,321.554,323.395,311.268,101447340
QQQ,04-27-2022,310.994,310.524,316.524,308.799,113437622
QQQ,04-26-2022,321.054,310.897,321.206,310.616,107944942
QQQ,04-25-2022,317.356,323.09,323.405,316.083,103799551
QQQ,04-22-2022,327.728,318.992,328.953,318.563,84220348
QQQ,04-21-2022,338.394,327.571,341.022,326.641,77323418
QQQ,04-20-2022,340.256,334.493,340.717,333.265,66815544
QQQ,04-19-2022,331.374,339.443,340.022,330.346,57650762
QQQ,04-18-2022,330.707,332.021,334.326,329.18,59736703
QQQ,04-14-2022,339.619,331.766,340.138,331.552,74995952
QQQ,04-13-2022,333.11,339.531,340.59,332.386,62600283
QQQ,04-12-2022,338.954,332.767,340.844,331.379,74252156
QQQ,04-11-2022,338.02,334.178,338.944,333.831,67435122
QQQ,04-08-2022,345.382,342.275,346.138,341.638,63200439
QQQ,04-07-2022,345.304,347.13,349.335,341.824,65058297
QQQ,04-06-2022,348.648,346.304,349.756,343.657,91886207
